,userid,version,retention_1,retention_7,sum_gamerounds
75,7767,gate_25,True,True,140
76,7866,gate_25,False,False,19
77,8063,gate_25,True,False,63
78,8254,gate_50,False,False,27
79,8256,gate_50,False,False,15
80,8288,gate_25,False,False,11
81,8317,gate_50,False,False,4
82,8379,gate_25,False,False,1
83,8464,gate_25,False,False,22
84,8465,gate_50,False,False,21
85,8494,gate_25,True,False,27
86,8644,gate_25,False,False,6
87,8679,gate_25,False,False,12
88,8692,gate_25,True,False,12
89,8753,gate_50,True,False,10
90,8788,gate_25,False,True,26
91,8801,gate_50,False,False,8
92,8885,gate_50,False,False,15
93,9001,gate_50,True,False,23
94,9308,gate_50,True,False,96
95,9443,gate_50,False,False,8
96,9589,gate_25,False,False,28
97,9699,gate_50,False,False,17
98,9828,gate_50,False,False,4
99,9831,gate_50,False,False,36
100,9849,gate_50,False,False,8
101,10112,gate_25,False,False,13
102,10200,gate_50,False,True,113
103,10218,gate_25,True,False,33
104,10276,gate_50,False,False,12
105,10336,gate_25,False,False,11
106,10476,gate_50,False,False,8
107,10533,gate_50,False,False,29
108,10598,gate_50,False,False,15
109,10636,gate_25,True,True,254
110,10637,gate_50,False,False,8
111,10676,gate_50,False,False,11
112,10756,gate_25,False,False,45
113,10884,gate_50,True,False,51
114,11093,gate_50,True,True,58
115,11127,gate_25,True,True,73
116,11297,gate_25,False,False,4
117,11411,gate_25,True,True,125
118,11420,gate_25,True,False,92
119,11599,gate_25,False,False,12
120,11675,gate_50,False,False,27
121,11747,gate_25,True,False,11
122,11840,gate_25,False,False,28
123,11886,gate_25,False,False,8
124,12053,gate_25,True,False,22
125,12067,gate_50,False,False,9
126,12163,gate_25,True,False,48
127,12393,gate_50,False,False,12
128,12461,gate_50,False,False,13
129,12523,gate_25,True,False,33
130,12558,gate_25,False,False,26
131,12574,gate_25,True,False,28
132,12749,gate_25,True,False,13
133,12905,gate_50,False,False,4
134,12951,gate_50,False,False,2
135,12967,gate_25,True,False,35
136,12979,gate_25,False,False,13
137,13133,gate_50,False,False,21
138,13216,gate_25,True,False,38
139,13228,gate_50,False,False,10
140,13320,gate_50,False,False,35
141,13321,gate_50,False,False,59
142,13376,gate_50,True,False,34
143,13429,gate_25,False,True,62
144,13494,gate_50,True,False,19
145,13633,gate_25,False,False,79
146,13664,gate_25,True,True,49
147,13721,gate_50,True,False,72
148,13758,gate_25,False,False,16
149,13806,gate_25,False,False,15
150,13856,gate_25,False,False,16
151,13872,gate_25,False,False,3
152,13893,gate_50,False,False,20
153,13969,gate_50,False,False,55
154,14143,gate_25,False,False,18
155,14218,gate_25,False,True,134
156,14290,gate_50,True,False,14
157,14296,gate_25,False,False,40
158,14381,gate_50,False,False,39
159,14592,gate_25,False,False,3
160,14644,gate_50,False,False,19
161,14834,gate_25,False,False,39
162,15157,gate_50,False,False,44
163,15173,gate_25,False,False,15
164,15294,gate_25,True,True,53
165,15489,gate_25,False,False,23
166,15597,gate_50,False,False,2
167,15962,gate_25,False,False,5
168,15970,gate_50,True,False,18
169,16096,gate_50,False,False,16
170,16145,gate_50,False,False,11
171,16180,gate_25,False,False,10
172,16224,gate_50,False,False,7
173,16454,gate_50,False,False,23
174,16504,gate_50,False,False,10
175,16506,gate_25,True,False,11
176,16638,gate_50,True,False,58
177,16696,gate_50,False,False,14
178,17085,gate_50,False,False,37
179,17167,gate_25,False,False,29
180,17270,gate_25,True,False,54
181,17422,gate_50,False,False,6
182,17461,gate_25,False,False,2
183,17477,gate_25,True,True,60
184,17506,gate_50,True,True,135
185,17554,gate_25,False,False,14
186,17814,gate_25,False,False,27
187,17903,gate_50,False,False,26
188,17947,gate_25,True,True,113
189,17995,gate_25,False,False,12
190,18013,gate_50,True,False,28
191,18213,gate_50,True,False,45
192,18235,gate_25,False,False,29
193,18374,gate_50,True,False,54
194,18731,gate_25,False,False,5
195,18756,gate_25,True,True,52
196,18778,gate_25,False,False,15
197,18827,gate_25,True,False,28
198,18849,gate_50,True,True,75
199,18993,gate_50,True,False,43
200,19077,gate_25,False,False,23
201,19091,gate_50,False,False,10
202,19474,gate_50,False,False,6
203,19490,gate_25,True,False,76
204,19529,gate_50,False,False,34
205,19537,gate_50,False,False,7
206,19593,gate_50,False,False,25
207,19673,gate_50,False,False,7
208,19721,gate_50,False,False,22
209,19728,gate_50,True,True,96
210,19746,gate_25,False,True,76
211,19896,gate_50,True,False,14
212,19993,gate_25,True,False,6
213,20005,gate_25,False,False,5
214,20052,gate_25,False,False,9
215,20136,gate_25,False,False,12
216,20358,gate_50,False,True,21
217,20365,gate_50,False,False,7
218,20465,gate_25,True,False,110
219,20489,gate_50,False,False,4
220,20587,gate_50,False,False,30
221,20591,gate_50,True,False,8
222,20721,gate_50,False,True,110
223,20763,gate_25,False,False,17
224,20790,gate_50,True,False,15
225,20832,gate_25,True,False,18
226,20940,gate_50,False,False,5
227,21072,gate_50,False,False,27
228,21130,gate_50,False,False,4
229,21137,gate_50,True,False,103
230,21228,gate_50,True,True,155
231,21408,gate_25,True,False,29
232,21442,gate_50,True,False,68
233,21755,gate_50,False,True,22
234,22069,gate_50,False,False,15
235,22082,gate_50,False,False,3
236,22167,gate_50,True,True,288
237,22299,gate_50,True,True,495
238,22398,gate_25,False,False,10
239,22486,gate_50,False,False,12
240,22676,gate_50,False,False,20
241,22919,gate_50,False,False,7
242,22935,gate_25,True,True,282
243,22972,gate_25,False,False,18
244,23023,gate_50,False,True,35
245,23026,gate_50,False,False,6
246,23084,gate_50,True,True,98
247,23094,gate_50,False,False,15
248,23126,gate_50,False,False,5
249,23270,gate_25,False,False,15
250,23333,gate_25,False,False,12
251,23374,gate_25,True,False,19
252,23525,gate_50,True,True,202
253,23702,gate_50,True,False,120
254,23748,gate_50,True,False,52
255,24036,gate_50,False,False,23
256,24222,gate_25,True,True,137
257,24302,gate_50,True,False,21
258,24328,gate_25,False,False,9
259,24382,gate_25,True,False,27
260,24397,gate_25,False,False,7
261,24981,gate_50,False,False,23
262,25047,gate_25,False,False,1
263,25281,gate_25,False,False,0
264,25293,gate_50,False,False,18
265,25332,gate_25,True,True,154
266,25466,gate_50,False,False,11
267,25903,gate_25,True,False,8
268,25941,gate_50,True,False,77
269,25958,gate_25,False,False,13
270,26083,gate_25,True,True,122
271,26243,gate_50,True,True,254
272,26253,gate_25,False,False,14
273,26466,gate_50,True,False,13
274,26502,gate_25,True,True,149
275,26586,gate_25,True,False,393
276,27135,gate_25,False,False,27
277,27163,gate_50,False,False,28
278,27605,gate_25,True,False,21
279,27693,gate_25,False,False,24
280,27754,gate_25,False,False,24
281,27759,gate_25,True,True,75
282,27849,gate_50,True,False,70
283,27851,gate_50,True,False,81
284,27979,gate_25,False,False,87
285,28025,gate_25,True,False,65
286,28091,gate_25,True,False,37
287,28123,gate_25,False,False,16
288,28332,gate_25,False,False,18
289,28405,gate_25,False,False,16
290,28433,gate_25,False,False,24
291,28497,gate_50,True,True,84
292,29185,gate_50,False,False,16
293,29311,gate_50,False,False,23
294,29317,gate_50,False,False,21
295,29455,gate_25,True,True,68
296,29522,gate_50,False,True,209
297,29658,gate_25,False,False,4
298,29677,gate_50,False,False,37
299,29753,gate_50,True,False,75
300,29861,gate_50,False,False,10
301,29999,gate_25,True,True,266
302,30039,gate_50,False,False,33
303,30059,gate_25,False,False,17
304,30274,gate_25,True,False,10
305,30277,gate_25,False,False,12
306,30343,gate_25,True,True,9
307,30348,gate_25,True,True,57
308,30594,gate_50,True,False,18
309,30631,gate_25,False,True,75
310,30868,gate_25,False,False,8
311,30928,gate_25,True,False,25
312,31073,gate_25,True,True,274
313,31151,gate_25,False,False,60
314,31200,gate_25,True,False,147
315,31214,gate_25,False,True,65
316,31222,gate_50,False,False,24
317,31638,gate_50,False,False,20
318,31691,gate_25,False,False,9
319,31812,gate_25,True,False,39
320,31903,gate_25,True,True,471
321,32292,gate_50,False,False,26
322,32403,gate_50,True,False,6
323,32569,gate_50,False,False,5
324,32595,gate_50,True,False,16
325,32642,gate_25,False,False,53
326,32730,gate_25,False,False,18
327,32942,gate_50,True,True,19
328,33097,gate_25,False,False,12
329,33126,gate_25,False,False,26
330,33189,gate_50,True,False,9
331,33274,gate_50,False,False,5
332,33316,gate_50,True,False,22
333,33445,gate_25,False,True,92
334,33489,gate_25,False,False,6
335,33639,gate_50,True,False,46
336,33703,gate_50,True,False,44
337,33794,gate_25,False,False,9
338,33954,gate_50,True,False,36
339,33967,gate_25,True,True,43
340,34016,gate_50,True,False,49
341,34022,gate_50,False,True,77
342,34027,gate_50,False,False,30
343,34076,gate_50,False,False,6
344,34447,gate_50,True,True,116
345,34469,gate_25,True,True,232
346,34597,gate_50,True,True,344
347,34647,gate_50,False,False,14
348,34706,gate_25,True,False,32
349,34842,gate_50,True,False,31
350,34859,gate_25,False,False,23
351,34906,gate_25,True,False,33
352,34942,gate_50,False,False,19
353,35027,gate_50,True,False,68
354,35056,gate_25,True,False,92
355,35156,gate_25,False,False,14
356,35458,gate_50,False,False,61
357,35460,gate_25,True,False,50
358,35730,gate_25,True,False,58
359,35837,gate_25,True,False,38
360,35886,gate_25,False,False,18
361,35922,gate_25,True,False,32
362,36003,gate_25,True,False,60
363,36047,gate_50,True,True,96
364,36077,gate_25,True,False,16
365,36279,gate_25,True,False,48
366,36280,gate_25,False,False,19
367,36298,gate_50,False,False,4
368,36356,gate_25,True,True,315
369,36513,gate_50,True,False,27
370,36560,gate_50,True,False,52
371,36622,gate_25,True,False,12
372,36664,gate_50,False,True,56
373,36673,gate_25,False,False,14
374,36761,gate_50,True,True,152
375,36887,gate_50,True,False,26
376,36921,gate_25,False,False,27
377,36997,gate_50,True,False,28
378,37155,gate_50,False,False,7
379,37303,gate_25,True,True,180
380,37366,gate_50,True,False,28
381,37461,gate_50,False,True,26
382,37740,gate_25,True,True,40
383,37823,gate_25,True,False,22
384,37872,gate_25,True,False,15
385,37994,gate_50,False,False,12
386,38151,gate_25,True,False,22
387,38232,gate_25,True,True,225
388,38249,gate_50,True,False,41
389,38292,gate_25,False,False,12
390,39069,gate_25,False,False,237
391,39382,gate_25,False,False,4
392,39494,gate_25,True,False,90
393,39531,gate_25,True,False,77
394,39774,gate_50,True,True,567
395,39902,gate_50,True,False,17
396,39932,gate_25,True,True,56
397,39993,gate_50,False,False,18
398,40233,gate_50,True,False,86
399,40292,gate_25,False,False,17
400,40359,gate_25,False,False,7
401,40378,gate_25,True,True,552
402,40427,gate_25,True,False,99
403,40566,gate_25,False,False,14
404,40593,gate_25,True,True,16
405,40630,gate_50,True,False,112
406,40653,gate_25,True,False,112
407,40687,gate_25,False,False,14
408,40749,gate_50,False,False,9
409,40812,gate_50,False,False,6
410,41112,gate_25,False,False,8
411,41192,gate_25,False,False,41
412,41378,gate_50,False,False,12
413,41795,gate_25,True,True,141
414,41842,gate_50,False,False,21
415,41934,gate_50,False,False,21
416,41988,gate_50,False,False,5
417,42077,gate_25,True,False,15
418,42316,gate_25,False,False,8
419,42407,gate_25,False,True,54
420,42457,gate_25,False,False,23
421,42688,gate_50,False,False,19
422,42703,gate_25,True,False,16
423,42758,gate_50,True,False,17
424,42994,gate_50,True,True,129
425,43091,gate_25,True,False,13
426,43368,gate_50,False,False,37
427,43644,gate_25,True,False,29
428,43744,gate_25,True,False,157
429,43757,gate_25,False,False,47
430,44400,gate_50,True,False,108
431,44493,gate_50,True,True,345
432,44498,gate_25,True,False,31
433,44591,gate_25,False,False,9
434,44670,gate_25,False,False,7
435,44751,gate_25,False,False,11
436,44780,gate_25,False,False,12
437,44910,gate_50,False,False,12
438,45066,gate_25,True,False,98
439,45083,gate_50,False,False,60
440,45167,gate_25,False,False,25
441,45694,gate_50,True,False,6
442,45698,gate_25,True,True,453
443,45753,gate_25,True,False,50
444,45813,gate_50,True,False,37
445,45895,gate_50,True,False,11
446,45896,gate_50,True,False,15
447,45952,gate_50,False,False,10
448,46007,gate_25,False,False,9
449,46022,gate_50,False,False,11
450,46347,gate_25,False,False,63
451,46472,gate_50,False,False,21
452,46576,gate_25,False,False,24
453,46624,gate_50,True,True,153
454,46629,gate_50,True,False,63
455,46746,gate_50,True,False,8
456,46806,gate_25,True,True,169
457,46919,gate_50,True,False,56
458,46938,gate_25,False,False,72
459,47377,gate_50,False,False,5
460,47816,gate_25,True,True,221
461,47822,gate_50,True,True,73
462,47990,gate_50,True,False,26
463,48016,gate_25,False,False,2
464,48116,gate_25,False,False,7
465,48130,gate_25,False,False,12
466,48201,gate_50,True,True,88
467,48631,gate_50,False,False,69
468,48658,gate_25,True,True,216
469,48677,gate_50,True,False,20
470,48942,gate_25,True,True,291
471,48990,gate_50,False,False,14
472,49147,gate_50,True,False,31
473,49311,gate_50,False,False,23
474,49330,gate_25,False,False,24
475,49373,gate_25,False,False,6
476,49600,gate_25,False,False,26
477,49811,gate_50,True,False,20
478,49995,gate_50,True,False,18
479,50011,gate_50,False,False,5
480,50158,gate_50,True,True,91
481,50237,gate_50,True,False,87
482,50339,gate_50,False,False,19
483,50386,gate_50,False,False,19
484,50547,gate_25,False,False,367
485,50665,gate_25,True,False,11
486,50686,gate_50,False,True,6
487,50688,gate_25,False,False,8
488,50794,gate_50,False,False,3
489,50811,gate_25,False,False,4
490,50850,gate_25,True,True,36
491,51155,gate_25,False,False,42
492,51267,gate_25,False,False,3
493,51295,gate_25,True,True,120
494,51310,gate_25,False,True,31
495,51430,gate_25,True,False,37
496,51636,gate_50,False,False,14
497,51641,gate_50,True,False,40
498,51823,gate_50,True,True,73
499,51894,gate_25,False,False,14
500,51970,gate_50,False,True,88
501,52100,gate_50,True,False,64
502,52177,gate_50,False,False,8
503,52271,gate_50,False,False,14
504,52357,gate_25,True,False,23
505,52420,gate_25,True,True,25
506,52636,gate_50,False,False,9
507,53149,gate_50,False,False,14
508,53373,gate_50,True,True,302
509,53393,gate_25,True,True,339
510,53450,gate_50,False,False,7
511,53464,gate_50,False,False,12
512,53470,gate_50,False,False,9
513,53597,gate_50,False,False,12
514,53638,gate_25,False,False,17
515,53763,gate_25,True,False,11
516,53935,gate_50,False,False,13
517,53996,gate_50,True,True,125
518,54069,gate_25,True,True,180
519,54162,gate_25,True,True,180
520,54178,gate_25,False,False,37
521,54244,gate_50,False,False,12
522,54256,gate_50,False,False,8
523,54403,gate_25,False,False,12
524,54580,gate_25,False,False,25
525,54617,gate_50,False,False,15
526,54680,gate_50,False,False,6
527,54681,gate_50,False,False,16
528,54754,gate_25,True,False,77
529,54776,gate_25,False,False,4
530,54975,gate_25,False,False,8
531,55139,gate_25,False,False,42
532,55213,gate_50,True,True,143
533,55250,gate_50,True,True,54
534,55480,gate_25,False,False,3
535,55621,gate_25,False,False,41
536,56116,gate_50,False,False,10
537,56237,gate_50,False,False,12
538,56269,gate_25,False,False,14
539,56294,gate_50,True,False,10
540,56446,gate_25,False,False,18
541,56496,gate_50,True,True,550
542,56522,gate_25,False,False,13
543,56587,gate_50,True,False,63
544,56815,gate_25,True,True,211
545,56895,gate_50,False,False,16
546,56997,gate_50,False,False,43
547,57149,gate_25,False,False,29
548,57321,gate_25,False,False,54
549,57334,gate_50,True,False,8
550,57339,gate_50,True,False,34
551,57369,gate_50,True,True,403
552,57401,gate_25,True,False,14
553,57429,gate_50,True,False,34
554,57516,gate_25,True,True,41
555,57833,gate_50,False,False,7
556,58180,gate_50,True,False,31
557,58189,gate_25,False,False,38
558,58289,gate_25,True,True,247
559,58394,gate_50,True,False,29
560,58592,gate_50,True,False,88
561,58700,gate_25,False,False,14
562,58768,gate_25,False,False,34
563,58813,gate_50,False,False,8
564,59164,gate_25,True,False,9
565,59395,gate_25,True,True,38
566,59531,gate_25,False,False,22
567,60035,gate_50,False,False,31
568,60103,gate_50,False,False,48
569,60160,gate_50,True,False,28
570,60410,gate_50,True,False,28
571,60424,gate_25,False,False,18
572,60619,gate_50,True,False,66
573,60929,gate_50,True,False,27
574,60956,gate_50,False,False,22
575,60984,gate_25,False,True,145
576,61104,gate_25,False,False,5
577,61245,gate_25,True,False,44
578,61462,gate_25,False,False,28
579,61563,gate_25,False,False,15
580,61595,gate_50,False,False,61
581,61609,gate_25,False,False,8
582,61651,gate_25,False,False,8
583,61952,gate_25,False,False,47
584,61979,gate_25,False,False,6
585,62084,gate_25,False,False,29
586,62145,gate_50,False,False,5
587,62206,gate_25,False,False,9
588,62434,gate_25,False,False,18
589,62437,gate_50,False,False,11
590,62566,gate_50,True,False,80
591,62700,gate_50,True,True,47
592,62704,gate_50,False,False,7
593,62879,gate_25,False,False,15
594,63001,gate_50,True,False,36
595,63335,gate_25,True,False,18
596,63370,gate_25,True,True,205
597,63473,gate_25,False,False,15
598,63478,gate_25,True,True,203
599,63480,gate_25,True,False,18
600,63555,gate_50,False,False,49
601,63617,gate_25,True,True,907
602,63766,gate_25,False,False,15
603,63786,gate_50,False,False,27
604,63832,gate_25,False,False,2
605,63889,gate_25,True,True,18
606,63962,gate_25,True,False,5
607,64052,gate_25,False,False,15
608,64224,gate_50,False,True,25
609,64235,gate_25,False,False,10
610,64309,gate_50,True,False,132
611,64643,gate_50,False,False,29
612,64646,gate_50,False,True,7
613,64792,gate_25,True,False,280
614,64849,gate_50,True,False,49
615,64930,gate_25,True,False,511
616,64944,gate_50,False,False,77
617,65032,gate_50,False,False,13
618,65452,gate_25,False,False,18
619,65482,gate_50,False,False,27
620,65511,gate_25,False,False,12
621,66120,gate_50,False,False,39
622,66509,gate_25,True,False,60
623,66677,gate_50,False,False,11
624,66713,gate_50,False,False,20
625,66947,gate_50,True,False,18
626,67078,gate_25,False,False,14
627,67122,gate_25,False,False,25
628,67190,gate_50,False,False,24
629,67193,gate_50,False,False,1
630,67234,gate_25,False,False,15
631,67387,gate_25,False,False,24
632,67654,gate_50,False,False,10
633,67829,gate_50,False,False,9
634,67910,gate_50,True,False,24
635,67950,gate_25,False,False,9
636,68020,gate_50,False,True,60
637,68112,gate_25,False,False,2
638,68151,gate_50,True,False,144
639,68386,gate_25,False,False,21
640,68394,gate_50,True,True,492
641,68406,gate_50,False,False,13
642,68485,gate_25,True,False,35
643,68698,gate_50,True,False,89
644,68856,gate_25,False,False,5
645,68887,gate_50,False,False,15
646,68915,gate_50,False,False,137
647,68965,gate_50,True,True,108
648,69027,gate_50,False,False,6
649,69050,gate_25,True,False,34
650,69392,gate_25,False,False,55
651,69488,gate_25,False,False,5
652,69649,gate_50,True,True,80
653,69870,gate_50,True,True,211
654,69917,gate_50,True,False,23
655,69927,gate_25,True,True,1910
656,69998,gate_25,False,False,39
657,70074,gate_25,False,False,5
658,70127,gate_25,False,False,4
659,70175,gate_50,True,True,47
660,70294,gate_50,True,False,216
661,70522,gate_50,False,False,19
662,70570,gate_25,False,False,9
663,70899,gate_50,False,False,6
664,71062,gate_25,True,False,31
665,71119,gate_25,True,True,134
666,71161,gate_50,True,False,80
667,71165,gate_50,True,False,108
668,71205,gate_25,False,False,16
669,71235,gate_25,True,False,57
670,71326,gate_50,False,False,27
671,71489,gate_25,False,False,17
672,71635,gate_25,False,False,4
673,71698,gate_25,False,False,13
674,71777,gate_50,False,False,12
675,72085,gate_50,True,False,106
676,72164,gate_25,True,True,276
677,72353,gate_50,False,False,9
678,72419,gate_50,True,False,32
679,72470,gate_50,True,False,18
680,72555,gate_25,True,True,317
681,72614,gate_50,False,False,12
682,72661,gate_50,False,False,1
683,72752,gate_50,False,False,15
684,72813,gate_25,True,False,7
685,72872,gate_25,False,False,15
686,72918,gate_50,False,False,19
687,72977,gate_50,True,False,19
688,73378,gate_50,True,False,38
689,73412,gate_25,False,False,13
690,73868,gate_50,False,False,15
691,74231,gate_25,False,False,18
692,74276,gate_25,True,True,27
693,74369,gate_50,False,False,7
694,74377,gate_25,True,False,62
695,74422,gate_50,False,True,44
696,74568,gate_25,True,False,41
697,75029,gate_50,True,False,104
698,75734,gate_50,False,False,8
699,76062,gate_25,False,False,19
700,76089,gate_50,False,False,4
701,76133,gate_25,False,False,69
702,76549,gate_25,False,True,151
703,76573,gate_25,True,False,35
704,76598,gate_25,False,False,8
705,76662,gate_50,True,False,34
706,76767,gate_50,False,False,24
707,76784,gate_50,True,False,64
708,76895,gate_50,False,False,17
709,76917,gate_25,True,False,123
710,76934,gate_50,False,False,5
711,77151,gate_50,False,False,7
712,77172,gate_25,False,False,3
713,77195,gate_50,True,False,33
714,77468,gate_25,False,False,26
715,77495,gate_50,False,False,61
716,77644,gate_25,False,False,23
717,77731,gate_25,True,True,107
718,77812,gate_50,False,False,16
719,77821,gate_50,False,False,11
720,77837,gate_50,False,False,16
721,77850,gate_25,True,False,70
722,78089,gate_25,False,False,66
723,78142,gate_50,False,False,5
724,78183,gate_25,True,False,42
725,78237,gate_25,False,False,21
726,78312,gate_25,False,False,19
727,78409,gate_25,True,False,22
728,78563,gate_50,False,False,40
729,78846,gate_25,False,False,7
730,78900,gate_25,False,False,3
731,79646,gate_50,True,False,37
732,79890,gate_25,False,False,21
733,79929,gate_50,False,False,20
734,80215,gate_50,False,False,9
735,80282,gate_25,True,True,131
736,80485,gate_50,False,False,19
737,80496,gate_50,False,False,7
738,80526,gate_25,False,True,39
739,80582,gate_50,False,False,24
740,80618,gate_50,False,False,8
741,80634,gate_50,True,True,225
742,80746,gate_25,False,False,6
743,80754,gate_50,False,False,2
744,80860,gate_50,True,False,250
745,80884,gate_25,False,False,5
746,80900,gate_50,False,False,29
747,81447,gate_25,False,False,44
748,81480,gate_50,False,False,13
749,81524,gate_25,True,False,38
750,81532,gate_25,False,False,16
751,81668,gate_50,False,False,14
752,81959,gate_50,False,False,12
753,82064,gate_25,True,False,42
754,82545,gate_50,False,False,45
755,82655,gate_50,False,False,21
756,82753,gate_25,False,False,7
757,82783,gate_50,True,True,44
758,82937,gate_50,False,False,39
759,83072,gate_25,True,False,21
760,83080,gate_50,False,False,19
761,83103,gate_25,False,False,14
762,83140,gate_50,False,False,18
763,83254,gate_25,True,False,14
764,83309,gate_50,False,False,8
765,83317,gate_50,False,False,15
766,83438,gate_50,True,True,153
767,83732,gate_50,False,True,104
768,83798,gate_50,True,False,103
769,84100,gate_25,True,False,163
770,84191,gate_25,False,False,4
771,84208,gate_50,False,False,22
772,84406,gate_50,True,False,32
773,84816,gate_50,True,False,35
774,84929,gate_50,False,False,12
775,84961,gate_50,False,False,33
776,85007,gate_50,True,True,126
777,85277,gate_25,True,True,67
778,85560,gate_25,False,False,10
779,85601,gate_25,False,False,17
780,85805,gate_50,False,False,7
781,86342,gate_25,False,False,13
782,86781,gate_50,False,False,11
783,86821,gate_50,True,False,82
784,87098,gate_50,False,False,13
785,87220,gate_50,False,False,30
786,87258,gate_50,True,True,278
787,87276,gate_25,False,True,23
788,87410,gate_25,False,False,26
789,87419,gate_25,False,False,49
790,87509,gate_50,False,False,11
791,87542,gate_25,True,False,42
792,87640,gate_50,False,False,22
793,87649,gate_50,False,False,11
794,87671,gate_50,False,False,11
795,87697,gate_50,False,False,6
796,87728,gate_50,False,False,13
797,87827,gate_25,True,False,37
798,88235,gate_50,False,False,11
799,88282,gate_25,True,False,26
800,88361,gate_50,False,True,65
801,88392,gate_25,True,False,27
802,88497,gate_25,True,True,203
803,88521,gate_50,False,False,64
804,88907,gate_25,True,False,143
805,89272,gate_50,False,False,15
806,89605,gate_50,False,False,11
807,89618,gate_25,False,False,25
808,90120,gate_25,False,False,5
809,90233,gate_25,False,False,10
810,90335,gate_50,False,False,3
811,90481,gate_50,False,False,15
812,90566,gate_25,False,False,11
813,90640,gate_25,False,True,50
814,90744,gate_25,False,False,18
815,90755,gate_25,True,False,82
816,90892,gate_25,True,False,62
817,90916,gate_50,True,True,112
818,90979,gate_25,True,False,41
819,90992,gate_50,True,False,75
820,91010,gate_50,False,False,76
821,91027,gate_25,False,False,4
822,91045,gate_50,False,False,46
823,92061,gate_50,True,False,104
824,92161,gate_25,False,False,30
825,92162,gate_25,False,False,29
826,92168,gate_50,False,False,9
827,92286,gate_25,True,False,9
828,92463,gate_50,False,False,10
829,92638,gate_50,False,False,71
830,92789,gate_50,False,False,10
831,92914,gate_50,False,True,27
832,93014,gate_25,False,False,3
833,93131,gate_50,False,False,12
834,93166,gate_25,True,False,12
835,93241,gate_25,False,False,29
836,93289,gate_50,False,False,0
837,93646,gate_25,False,False,55
838,93914,gate_50,False,False,16
839,93957,gate_25,False,True,7
840,93997,gate_25,False,False,3
841,94159,gate_25,True,True,80
842,94282,gate_50,False,False,25
843,94407,gate_25,False,False,5
844,94455,gate_50,True,True,41
845,94639,gate_25,False,False,23
846,94768,gate_25,False,False,30
847,94904,gate_25,True,False,49
848,95033,gate_25,True,False,43
849,95357,gate_50,True,True,11
850,95371,gate_25,True,True,298
851,95530,gate_25,False,False,11
852,95696,gate_50,False,True,47
853,95946,gate_25,False,False,33
854,96038,gate_50,False,True,133
855,96058,gate_25,True,True,53
856,96076,gate_25,True,True,97
857,96123,gate_50,False,False,9
858,96471,gate_25,True,False,185
859,96535,gate_50,False,False,33
860,96561,gate_50,True,True,119
861,96675,gate_25,True,True,82
862,96744,gate_25,True,True,333
863,96745,gate_50,True,True,107
864,97019,gate_25,False,False,8
865,97308,gate_25,True,True,802
866,97461,gate_50,False,False,11
867,97741,gate_25,False,False,6
868,97754,gate_25,True,False,39
869,97777,gate_50,True,False,46
870,97849,gate_25,True,True,86
871,97873,gate_50,True,False,56
